Step,Element,Entropy,Max Depth, Assembly, Omega, Order
4907,[A]=[A][A],1.4473889705710965,4,78,671,82
4908,[A]=[A][A],1.4473889705710965,4,78,671,82
4909,=[[]],1.478101014959093,4,80,692,84
4910,[A][A]=[A],1.483332565527586,4,79,685,83
4911,=[[]],1.509341537881882,4,80,706,85
4912,[A][A]=[A],1.514248832399262,4,79,699,84
4913,=[[]],1.5060708787940449,4,81,715,86
4914,=[[]],1.528183280446911,4,83,735,88
4915,[[A]]=A,1.5026199980248467,4,82,724,87
4916,[[A]]=A,1.5060708787940449,4,81,715,86
4917,=[[]],1.4981742015404267,4,83,731,88
4918,=[[]],1.4905442819223131,4,85,747,90
4919,[A][A]=[A],1.4948335014237453,4,84,740,89
4920,[[A]]=A,1.444657826258933,4,83,724,88
4921,[[A]]=A,1.4153577579245222,4,82,713,87
4922,[A][A]=[A],1.4190850941723423,4,81,706,86
4923,[[A]]=A,1.4222378798931423,4,80,697,85
4924,[A]=[A][A],1.4222378798931423,4,80,697,85
4925,[[A]]=A,1.4252157704192074,4,79,688,84
4926,[A]=[A][A],1.4252157704192074,4,79,688,84
4927,[[A]]=A,1.3966150721615593,4,77,658,81
4928,[[A]]=A,1.398792339912287,4,76,649,80
4929,[A][A]=[A],1.403724759086733,4,75,642,79
4930,[A][A]=[A],1.4085434738190714,4,74,635,78
4931,[A][A]=[A],1.4132344480873342,4,73,628,77
4932,[[A]]=A,1.4161540862448998,4,72,619,76
4933,=[[]],1.5056019503810056,4,74,646,78
4934,=[[]],1.496870312539805,4,76,662,80
4935,[A][A]=[A],1.502095284819894,4,75,655,79
4936,[A]=[A][A],1.502095284819894,4,75,655,79
4937,[A]=[A][A],1.5151651008328755,4,79,703,84
4938,[A]=[A][A],1.5151651008328755,4,79,703,84
4939,[[A]]=A,1.5190355690926303,4,78,694,83
4940,=[[]],1.5106822765115164,4,80,710,85
4941,[A]=[A][A],1.5106822765115164,4,80,710,85
4942,[A][A]=[A],1.5151651008328755,4,79,703,84
4943,[A][A]=[A],1.5195054065171754,4,78,696,83
4944,=[[]],1.635694329513788,5,80,728,85
4945,=[[]],1.625619892076281,5,82,744,87
4946,[A]=[A][A],1.6158903345872315,5,84,760,89
4947,[A]=[A][A],1.606487935830791,5,86,776,91
4948,[[A]]=A,1.5882623313310353,5,84,746,88
4949,[A]=[A][A],1.5882623313310353,5,84,746,88
4950,[A]=[A][A],1.5882623313310353,5,84,746,88
4951,[A][A]=[A],1.593329012824772,5,83,739,87
4952,[A][A]=[A],1.598276161698461,5,82,732,86
4953,[A][A]=[A],1.6030903712467883,5,81,725,85
4954,[[A]]=A,1.5816744182478661,5,79,696,82
4955,=[[]],1.5717709044300596,5,81,712,84
4956,[A]=[A][A],1.5622319692527096,5,83,728,86
4957,[A][A]=[A],1.5670688358568083,5,82,721,85
4958,=[[]],1.5576991214416152,5,84,737,87
4959,[A][A]=[A],1.5622319692527096,5,83,730,86
4960,[A][A]=[A],1.5666221294781455,5,82,723,85
4961,[[A]]=A,1.5246928863037745,5,81,707,84
4962,[A][A]=[A],1.528678147159564,5,80,700,83
4963,=[[]],1.5196627205639883,5,82,716,85
4964,[A]=[A][A],1.5145274672879983,5,82,726,86
4965,=[[]],1.5060386951422498,5,84,742,88
4966,[[A]]=A,1.4699151651622036,5,83,731,87
4967,=[[]],1.4620822119778427,5,85,747,89
4968,=[[]],1.4930069725539847,5,86,767,91
4969,[A][A]=[A],1.5010072516063249,5,84,751,89
4970,[A][A]=[A],1.5092985960213823,5,82,735,87
4971,[[A]]=A,1.5145274672879983,5,81,726,86
4972,=[[]],1.5060386951422498,5,83,742,88
4973,[A][A]=[A],1.5092985960213823,5,82,735,87
4974,=[[]],1.5010072516063249,5,84,751,89
4975,[[A]]=A,1.5060386951422498,5,83,742,88
4976,[[A]]=A,1.5109793843522028,5,82,733,87
4977,[[A]]=A,1.460208037257939,5,81,718,86
4978,=[[]],1.452522319860756,5,83,734,88
4979,[A]=[A][A],1.452522319860756,5,83,734,88
4980,[A][A]=[A],1.4556035272560366,5,82,727,87
4981,[A][A]=[A],1.4585077048767598,5,81,720,86
4982,[A][A]=[A],1.4664015627637048,5,79,704,84
4983,[A]=[A][A],1.4664015627637048,5,79,704,84
4984,=[[]],1.4936569374571214,5,80,725,86
4985,=[[]],1.4856952611952725,5,82,741,88
4986,[[A]]=A,1.4535278753836551,5,81,730,87
4987,[A]=[A][A],1.4535278753836551,5,81,730,87
4988,[A][A]=[A],1.4612187972126292,5,79,714,85
4989,[A]=[A][A],1.4805153835197793,5,82,751,89
4990,[A][A]=[A],1.4882730937964261,5,80,735,87
4991,[[A]]=A,1.4936569374571214,5,79,726,86
4992,[[A]]=A,1.4764789974528287,5,76,686,82
4993,[A]=[A][A],1.4714921560768313,5,77,697,83
4994,[A]=[A][A],1.4714921560768313,5,77,697,83
4995,=[[]],1.498960668894155,5,79,717,85
4996,=[[]],1.577579044749974,5,81,743,87
4997,=[[]],1.5965635853143259,5,83,766,89
4998,=[[]],1.5876776793760086,5,85,782,91
4999,[A][A]=[A],1.5907623301239338,5,84,775,90
5000,[A]=[A][A],1.5907623301239338,5,84,775,90
5001,=[[]],1.5820809755927143,5,86,791,92
5002,[A]=[A][A],1.5820809755927143,5,86,791,92
5003,=[[]],1.573672688910671,5,88,807,94
5004,=[[]],1.565524782297682,5,90,823,96
5005,[A][A]=[A],1.570744447016566,5,89,812,95
5006,=[[]],1.6306451785518028,5,91,838,97
5007,[A][A]=[A],1.63942272166715,5,89,822,95
5008,[A][A]=[A],1.6484701392518506,5,87,806,93
5009,[A][A]=[A],1.6577999224976563,5,85,790,91
5010,[A][A]=[A],1.6674252817014683,5,83,774,89
5011,[A][A]=[A],1.6773601866513774,5,81,758,87
5012,=[[]],1.6674252817014683,5,83,774,89
5013,[A][A]=[A],1.6773601866513774,5,81,758,87
5014,=[[]],1.729888651067669,5,83,785,89
5015,[A]=[A][A],1.719730213875663,5,85,801,91
5016,[A]=[A][A],1.7134362782008978,5,85,811,92
5017,=[[]],1.703780239793656,5,87,827,94
5018,[A][A]=[A],1.7098689528111284,5,87,817,93
5019,[A]=[A][A],1.7098689528111284,5,87,817,93
5020,[[A]]=A,1.6910116103110218,5,86,806,92
5021,=[[]],1.6814063093323037,5,88,822,94
5022,=[[]],1.6720850347743093,5,90,838,96
5023,=[[]],1.6630356005390547,5,92,854,98
5024,=[[]],1.6542464520335536,5,94,870,100
5025,[[A]]=A,1.659553457146985,5,93,861,99
5026,[[A]]=A,1.565722891161791,4,91,819,96
5027,=[[]],1.5810901946715947,4,93,840,98
5028,[[A]]=A,1.5610942789655469,4,92,828,97
5029,[A][A]=[A],1.5687970266695561,4,90,812,95
5030,[[A]]=A,1.573578654975708,4,89,803,94
5031,=[[]],1.565722891161791,4,91,819,96
5032,[[A]]=A,1.5435557454667133,4,90,808,95
5033,[A]=[A][A],1.5435557454667133,4,90,808,95
5034,[A][A]=[A],1.5465883228240684,4,89,801,94
5035,=[[]],1.5389532810659836,4,91,817,96
5036,[A]=[A][A],1.5315480673342825,4,93,833,98
5037,=[[]],1.5243623923534888,4,95,849,100
5038,[A][A]=[A],1.5315480673342825,4,93,833,98
5039,=[[]],1.5243623923534888,4,95,849,100
5040,[A][A]=[A],1.5315480673342825,4,93,833,98
5041,[A]=[A][A],1.5243623923534888,4,95,849,100
5042,=[[]],1.5173865533109818,4,97,865,102
5043,[A][A]=[A],1.5243623923534888,4,95,849,100
5044,[A][A]=[A],1.5315480673342825,4,93,833,98
5045,[A]=[A][A],1.5315480673342825,4,93,833,98
5046,[[A]]=A,1.536001569189772,4,92,824,97
5047,[A]=[A][A],1.536001569189772,4,92,824,97
5048,=[[]],1.553615512300544,4,93,844,99
5049,[A]=[A][A],1.553615512300544,4,93,844,99
5050,[A]=[A][A],1.546351133368425,4,95,860,101
5051,[[A]]=A,1.5084261119191558,4,94,845,100
5052,[A]=[A][A],1.5084261119191558,4,94,845,100
5053,[A]=[A][A],1.5084261119191558,4,94,845,100
5054,=[[]],1.5245345889881203,4,96,867,102
5055,[A]=[A][A],1.5245345889881203,4,96,867,102
5056,[[A]]=A,1.5041963165010679,4,95,856,101
5057,[A]=[A][A],1.499894811399406,4,95,866,102
5058,[A]=[A][A],1.499894811399406,4,95,866,102
5059,[[A]]=A,1.5041963165010679,4,94,857,101
5060,[A][A]=[A],1.5064778675351551,4,93,850,100
5061,[A][A]=[A],1.5085957733108222,4,92,843,99
5062,[A][A]=[A],1.5132527030504792,4,91,833,98
5063,[A]=[A][A],1.5132527030504792,4,91,833,98
5064,=[[]],1.5715860663798473,4,93,859,100
5065,[[A]]=A,1.4952493941740692,4,90,812,96
5066,[A][A]=[A],1.5069312604620961,4,88,785,93
5067,[A]=[A][A],1.5069312604620961,4,88,785,93
5068,[A][A]=[A],1.511479831685044,4,88,775,92
5069,[A]=[A][A],1.511479831685044,4,88,775,92
5070,[[A]]=A,1.5159319726521157,4,87,766,91
5071,[[A]]=A,1.52027750544776,4,86,757,90
5072,=[[]],1.5126278255504295,4,88,773,92
5073,[A][A]=[A],1.5159319726521157,4,87,766,91
5074,=[[]],1.508427706784505,4,89,782,93
5075,=[[]],1.5011597360805713,4,91,798,95
5076,[[A]]=A,1.50522181874216,4,90,789,94
5077,[A][A]=[A],1.508427706784505,4,89,782,93
5078,[[A]]=A,1.5126278255504295,4,88,773,92
5079,[[A]]=A,1.516715074932332,4,87,764,91
5080,[[A]]=A,1.3857696381244995,4,82,694,85
5081,[[A]]=A,1.388765407226966,4,81,685,84
5082,[A][A]=[A],1.3924860331965159,4,80,678,83
5083,[A][A]=[A],1.3960582116703704,4,79,671,82
5084,=[[]],1.3892058385971489,4,81,687,84
5085,[A][A]=[A],1.3924860331965159,4,80,680,83
5086,[A][A]=[A],1.3955951623754153,4,79,673,82
5087,[A][A]=[A],1.4026962753526186,4,77,657,80
5088,[A]=[A][A],1.4026962753526186,4,77,657,80
5089,[A][A]=[A],1.4100858070501334,4,75,641,78
5090,=[[]],1.4026962753526186,4,77,657,80
5091,[A]=[A][A],1.4026962753526186,4,77,657,80
5092,[A][A]=[A],1.4100858070501334,4,75,641,78
5093,=[[]],1.4026962753526186,4,77,657,80
5094,=[[]],1.3955951623754153,4,79,673,82
5095,[[A]]=A,1.3994670394386077,4,78,664,81
5096,=[[]],1.3924860331965159,4,80,680,83
5097,[[A]]=A,1.3603542506212265,4,78,651,80
5098,[A][A]=[A],1.3638511714846253,4,77,644,79
5099,=[[]],1.3994670394386077,4,78,664,81
5100,[A][A]=[A],1.4026962753526186,4,77,657,80
5101,[A]=[A][A],1.4026962753526186,4,77,657,80
5102,[A]=[A][A],1.4026962753526186,4,77,657,80
5103,[A][A]=[A],1.3671719357550964,4,75,635,78
5104,=[[]],1.3603542506212265,4,77,651,80
5105,=[[]],1.3955951623754153,4,78,672,82
5106,[[A]]=A,1.3638511714846253,4,76,642,79
5107,[[A]]=A,1.3671719357550964,4,75,633,78
5108,[A][A]=[A],1.3708191691882787,4,74,626,77
5109,=[[]],1.406729171212617,4,75,647,79
5110,[[A]]=A,1.410599653428319,4,74,638,78
5111,[A][A]=[A],1.4142903634871475,4,73,631,77
5112,[[A]]=A,1.4183247346784849,4,72,622,76
5113,[[A]]=A,1.4221701278880758,4,71,613,75
5114,=[[]],1.4530274282197786,4,72,634,77
5115,[A][A]=[A],1.457029057259083,4,71,627,76
5116,=[[]],1.4488400891259166,4,73,643,78
5117,[A][A]=[A],1.452492032527738,4,72,636,77
5118,=[[]],1.4444855507621437,4,74,652,79
5119,[A][A]=[A],1.447797711103024,4,73,645,78
5120,[[A]]=A,1.452492032527738,4,72,636,77
5121,=[[]],1.4444855507621437,4,74,652,79
5122,[A]=[A][A],1.4367859777338063,4,76,668,81
5123,=[[]],1.4293755573910738,4,78,684,83
5124,=[[]],1.4222378798931423,4,80,700,85
5125,[[A]]=A,1.4261082261011324,4,79,691,84
5126,[A][A]=[A],1.4293755573910738,4,78,684,83
5127,[A][A]=[A],1.4324589916670138,4,77,677,82
5128,[A][A]=[A],1.439980700157776,4,75,661,80
5129,[A][A]=[A],1.447797711103024,4,73,645,78
5130,[[A]]=A,1.452492032527738,4,72,636,77
5131,[A][A]=[A],1.455928217848993,4,71,629,76
5132,[A]=[A][A],1.447797711103024,4,73,645,78
5133,[[A]]=A,1.4221701278880758,4,71,615,75
5134,[[A]]=A,1.3894579175047572,4,69,585,72
5135,=[[]],1.3817029643080199,4,71,601,74
5136,[[A]]=A,1.3851012844407533,4,70,592,73
5137,[A][A]=[A],1.3894579175047572,4,69,585,72
5138,[[A]]=A,1.3468748593215794,4,67,555,69
5139,[A]=[A][A],1.3468748593215794,4,67,555,69
5140,[A]=[A][A],1.3395371815740647,4,69,571,71
5141,[A]=[A][A],1.3395371815740647,4,69,571,71
5142,[[A]]=A,1.3420688567297243,4,68,562,70
5143,=[[]],1.334962500721156,4,70,578,72
5144,[[A]]=A,1.3371078846607896,4,69,569,71
5145,[A][A]=[A],1.3420688567297243,4,68,562,70
5146,=[[]],1.334962500721156,4,70,578,72
5147,[[A]]=A,1.3371078846607896,4,69,569,71
5148,[A]=[A][A],1.3371078846607896,4,69,569,71
5149,[A][A]=[A],1.3420688567297243,4,68,562,70
5150,=[[]],1.334962500721156,4,70,578,72
5151,[A][A]=[A],1.3395371815740647,4,69,571,71
5152,[A][A]=[A],1.3439439226233731,4,68,564,70
5153,[A]=[A][A],1.3439439226233731,4,68,564,70
5154,[A]=[A][A],1.3407507456829848,4,68,574,71
5155,[A][A]=[A],1.3445685615498535,4,67,567,70
5156,[A][A]=[A],1.3481620518676043,4,66,560,69
5157,[A]=[A][A],1.3481620518676043,4,66,560,69
5158,[[A]]=A,1.3521687236032802,4,65,551,68
5159,[A][A]=[A],1.3559386587862332,4,64,544,67
5160,[[A]]=A,1.3601491005101767,4,63,535,66
5161,[A][A]=[A],1.3641092977938596,4,62,528,65
5162,[A]=[A][A],1.3559386587862332,4,64,544,67
5163,[[A]]=A,1.3002061954648645,4,62,515,64
5164,=[[]],1.293180700843406,4,64,531,66
5165,=[[]],1.4171674644563226,4,66,558,68
5166,[A][A]=[A],1.4219075300997681,4,65,551,67
5167,[A]=[A][A],1.4219075300997681,4,65,551,67
5168,[[A]]=A,1.4264122482940793,4,64,542,66
5169,=[[]],1.4171674644563226,4,66,558,68
5170,[A][A]=[A],1.4219075300997681,4,65,551,67
5171,[A]=[A][A],1.4219075300997681,4,65,551,67
5172,=[[]],1.4128722828651257,4,67,567,69
5173,=[[]],1.4042539944672465,4,69,583,71
5174,[[A]]=A,1.4083543606759814,4,68,574,70
5175,=[[]],1.3999424661459163,4,70,590,72
5176,=[[]],1.3919041467696882,4,72,606,74
5177,[[A]]=A,1.395442209127924,4,71,597,73
5178,[A][A]=[A],1.3999424661459163,4,70,590,72
5179,[[A]]=A,1.4036381532721252,4,69,581,71
5180,[[A]]=A,1.3439439226233731,4,68,565,70
5181,[A]=[A][A],1.3439439226233731,4,68,565,70
5182,=[[]],1.3367317857214402,4,70,581,72
5183,[A]=[A][A],1.3367317857214402,4,70,581,72
5184,=[[]],1.329844762190642,4,72,597,74
5185,[A][A]=[A],1.3336787753788477,4,71,590,73
5186,=[[]],1.326922615229253,4,73,606,75
5187,[A]=[A][A],1.326922615229253,4,73,606,75
5188,[A][A]=[A],1.330401863113441,4,72,599,74
5189,[A]=[A][A],1.330401863113441,4,72,599,74
5190,[A][A]=[A],1.3373212069281029,4,70,583,72
5191,[A][A]=[A],1.3445685615498535,4,68,567,70
5192,=[[]],1.3373212069281029,4,70,583,72
5193,=[[]],1.330401863113441,4,72,599,74
5194,[A][A]=[A],1.3373212069281029,4,70,583,72
5195,[A]=[A][A],1.3336787753788477,4,70,594,73
5196,[A]=[A][A],1.3336787753788477,4,70,594,73
5197,[[A]]=A,1.2741105265036266,4,69,583,72
5198,[A]=[A][A],1.2741105265036266,4,69,583,72
5199,=[[]],1.329844762190642,4,70,603,74
5200,=[[]],1.3732117419574519,4,71,624,76
5201,[A]=[A][A],1.3732117419574519,4,71,624,76
5202,=[[]],1.3661581341687414,4,73,640,78
5203,[[A]]=A,1.3702986494805063,4,72,631,77
5204,=[[]],1.3633575448233943,4,74,647,79
5205,[A]=[A][A],1.3633575448233943,4,74,647,79
5206,[A][A]=[A],1.3661581341687414,4,73,640,78
5207,[[A]]=A,1.3702986494805063,4,72,631,77
5208,[A][A]=[A],1.3732117419574519,4,71,624,76
5209,[[A]]=A,1.3775397017412376,4,70,615,75
5210,=[[]],1.3702986494805063,4,72,631,77
5211,[A][A]=[A],1.3732117419574519,4,71,624,76
5212,[[A]]=A,1.3775397017412376,4,70,615,75
5213,=[[]],1.3702986494805063,4,72,631,77
5214,[[A]]=A,1.374281550980947,4,71,622,76
5215,[A]=[A][A],1.374281550980947,4,71,622,76
5216,[A][A]=[A],1.3775397017412376,4,70,615,75
5217,[A][A]=[A],1.3805723724814407,4,69,608,74
5218,[[A]]=A,1.3851012844407533,4,68,599,73
5219,[A]=[A][A],1.3775397017412376,4,70,615,75
5220,[[A]]=A,1.2926165527019464,3,69,600,74
5221,[A][A]=[A],1.2947945110318573,3,68,593,73
5222,=[[]],1.2891067087232655,3,70,609,75
5223,[A][A]=[A],1.2947945110318573,3,68,593,73
5224,[A]=[A][A],1.2947945110318573,3,68,593,73
5225,[[A]]=A,1.245170751570754,3,67,582,72
5226,[A][A]=[A],1.250355794186769,3,65,566,70
5227,[[A]]=A,1.2538326219591611,3,64,557,69
5228,[A]=[A][A],1.2484807599004175,3,66,573,71
5229,[[A]]=A,1.1914332548141933,3,64,543,68
5230,=[[]],1.2515866949258163,3,65,564,70
5231,=[[]],1.2463327487258489,3,67,580,72
5232,[[A]]=A,1.2490784828142163,3,66,571,71
5233,[[A]]=A,1.2515866949258163,3,65,562,70
5234,=[[]],1.2463327487258489,3,67,578,72
5235,=[[]],1.2931736536247456,3,68,599,74
5236,[A]=[A][A],1.2931736536247456,3,68,599,74
5237,=[[]],1.2875395186276652,3,70,615,76
5238,[A]=[A][A],1.2875395186276652,3,70,615,76
5239,[A][A]=[A],1.2901907818670735,3,69,608,75
5240,[[A]]=A,1.2463327487258489,3,67,578,72
5241,[A][A]=[A],1.2490784828142163,3,66,571,71
5242,[A][A]=[A],1.2515866949258163,3,65,564,70
5243,=[[]],1.2463327487258489,3,67,580,72
5244,[A][A]=[A],1.2484807599004175,3,66,573,71
5245,=[[]],1.2433720019699517,3,68,589,73
5246,[[A]]=A,1.2463327487258489,3,67,580,72
5247,[A][A]=[A],1.2484807599004175,3,66,573,71
5248,=[[]],1.2433720019699517,3,68,589,73
5249,[A]=[A][A],1.2433720019699517,3,68,589,73
5250,[A][A]=[A],1.245170751570754,3,67,582,72
5251,=[[]],1.2402167287264811,3,69,598,74
5252,[[A]]=A,1.1849775111161558,3,67,568,71
5253,[[A]]=A,1.1871762568732083,3,66,559,70
5254,[A][A]=[A],1.1891223909616397,3,65,552,69
5255,=[[]],1.3407507456829848,4,67,578,71
5256,[A]=[A][A],1.3407507456829848,4,67,578,71
5257,=[[]],1.3336787753788477,4,69,594,73
5258,[A][A]=[A],1.3367317857214402,4,68,587,72
5259,=[[]],1.329844762190642,4,70,603,74
5260,[A][A]=[A],1.3407507456829848,4,68,576,71
5261,[A]=[A][A],1.3336787753788477,4,70,592,73
5262,[[A]]=A,1.3373212069281029,4,69,583,72
5263,[[A]]=A,1.3407507456829848,4,68,574,71
5264,[[A]]=A,1.3439439226233731,4,67,565,70
5265,[A]=[A][A],1.3367317857214402,4,69,581,72
5266,=[[]],1.3817029643080199,4,70,602,74
5267,=[[]],1.374281550980947,4,72,618,76
5268,[[A]]=A,1.3775397017412376,4,71,609,75
5269,[[A]]=A,1.3805723724814407,4,70,600,74
5270,[A][A]=[A],1.3851012844407533,4,69,593,73
5271,[A][A]=[A],1.3894579175047572,4,68,586,72
5272,[A][A]=[A],1.3936217761269158,4,67,579,71
5273,=[[]],1.385682631384311,4,69,595,73
5274,[[A]]=A,1.3894579175047572,4,68,586,72
5275,[A][A]=[A],1.3936217761269158,4,67,579,71
5276,[[A]]=A,1.3975702535022176,4,66,570,70
5277,[[A]]=A,1.4012783834015665,4,65,561,69
5278,[A][A]=[A],1.4060661776598011,4,64,554,68
5279,=[[]],1.3975702535022176,4,66,570,70
5280,[A][A]=[A],1.4019318842830462,4,65,563,69
5281,[A]=[A][A],1.4019318842830462,4,65,563,69
5282,[A][A]=[A],1.4060661776598011,4,64,556,68
5283,[A][A]=[A],1.409945826720175,4,63,549,67
5284,[A]=[A][A],1.409945826720175,4,63,549,67
5285,=[[]],1.4012783834015665,4,65,565,69
5286,[A]=[A][A],1.3930059349317945,4,67,581,71
5287,[A]=[A][A],1.3930059349317945,4,67,581,71
5288,[A][A]=[A],1.3975702535022176,4,67,571,70
5289,[[A]]=A,1.4019318842830462,4,66,562,69
5290,[[A]]=A,1.3594438486273086,4,64,533,66
5291,[A]=[A][A],1.3545709246803916,4,65,540,67
5292,[A][A]=[A],1.3594438486273086,4,64,533,66
5293,[[A]]=A,1.362653215202307,4,63,524,65
5294,=[[]],1.3545709246803916,4,65,540,67
5295,[A]=[A][A],1.3545709246803916,4,65,540,67
5296,[[A]]=A,1.3573266224262024,4,64,531,66
5297,[A]=[A][A],1.3518326910367109,4,65,538,67
5298,=[[]],1.3442980298023808,4,67,554,69
5299,=[[]],1.3371078846607896,4,69,570,71
5300,=[[]],1.3833562362212952,4,70,590,73
5301,[A][A]=[A],1.3882612084529056,4,69,583,72
5302,=[[]],1.4258059124951286,4,70,604,74
5303,[[A]]=A,1.429209413769417,4,69,595,73
5304,[[A]]=A,1.4323556790108267,4,68,586,72
5305,[[A]]=A,1.4352172115986344,4,67,577,71
5306,[A]=[A][A],1.4352172115986344,4,67,577,71
5307,[[A]]=A,1.4377636676339176,4,66,568,70
5308,=[[]],1.470740780112226,4,67,589,72
5309,[A][A]=[A],1.476647190698993,4,66,582,71
5310,[[A]]=A,1.4797855035785674,4,65,573,70
5311,[[A]]=A,1.4825923568569914,4,64,564,69
5312,=[[]],1.4734655008256647,4,66,580,71
5313,[A]=[A][A],1.4734655008256647,4,66,580,71
5314,[[A]]=A,1.4758475328717728,4,65,571,70
5315,[[A]]=A,1.477850418721295,4,64,562,69
5316,[[A]]=A,1.4794337421447654,4,63,553,68
5317,[[A]]=A,1.480552611176,4,62,544,67
5318,=[[]],1.4717364394154377,4,64,560,69
5319,[[A]]=A,1.472413646092572,4,63,551,68
5320,[A]=[A][A],1.4642372140669215,4,64,558,69
5321,[[A]]=A,1.4639552674265792,4,63,549,68
5322,[[A]]=A,1.28833457781647,3,60,502,64
5323,=[[]],1.283557255262583,3,62,518,66
5324,=[[]],1.2789043297479972,3,64,534,68
5325,[[A]]=A,1.276168682172714,3,63,525,67
5326,[A][A]=[A],1.283557255262583,3,62,518,66
5327,=[[]],1.2789043297479972,3,64,534,68
5328,[A]=[A][A],1.2789043297479972,3,64,534,68
5329,[A]=[A][A],1.2743766745260183,3,66,550,70
5330,[A]=[A][A],1.2699738590823326,3,68,566,72
5331,[[A]]=A,1.267691452417734,3,67,557,71
5332,[A]=[A][A],1.267691452417734,3,67,557,71
5333,[A][A]=[A],1.2743766745260183,3,66,550,70
5334,[A][A]=[A],1.2810316059164366,3,65,543,69
5335,=[[]],1.2763108680107158,3,67,559,71
5336,[A]=[A][A],1.2763108680107158,3,67,559,71
5337,[A]=[A][A],1.2763108680107158,3,67,559,71
5338,[A][A]=[A],1.2826039227134691,3,66,552,70
5339,[A]=[A][A],1.2826039227134691,3,66,552,70
5340,[A]=[A][A],1.2826039227134691,3,66,552,70
5341,[[A]]=A,1.2810316059164366,3,65,543,69
5342,=[[]],1.2763108680107158,3,67,559,71
5343,=[[]],1.2717360998510059,3,69,575,73
5344,[A][A]=[A],1.277731263730217,3,68,568,72
5345,=[[]],1.273021358193754,3,70,584,74
5346,[[A]]=A,1.2717360998510059,3,69,575,73
5347,[A]=[A][A],1.2673031155949344,3,71,591,75
5348,[[A]]=A,1.2656944862169996,3,70,582,74
5349,[A]=[A][A],1.2656944862169996,3,70,582,74
5350,=[[]],1.2615364501139372,3,72,598,76
5351,[A][A]=[A],1.2673031155949344,3,71,591,75
5352,[A][A]=[A],1.273021358193754,3,70,584,74
5353,[A][A]=[A],1.2786812690669,3,69,577,73
5354,=[[]],1.3210341349792134,3,70,598,75
5355,[[A]]=A,1.277731263730217,3,68,568,72
5356,[A]=[A][A],1.277731263730217,3,68,568,72
5357,[A]=[A][A],1.277731263730217,3,68,568,72
5358,[[A]]=A,1.2763108680107158,3,67,559,71
5359,=[[]],1.2717360998510059,3,69,575,73
5360,[A]=[A][A],1.2656944862169996,3,70,582,74
5361,[A]=[A][A],1.2596158935363262,3,71,589,75
5362,[A]=[A][A],1.2596158935363262,3,71,589,75
5363,=[[]],1.255730338345497,3,73,605,77
5364,[[A]]=A,1.2535088747617769,3,72,596,76
5365,[[A]]=A,1.2507941400876381,3,71,587,75
5366,=[[]],1.295086163582512,3,72,608,77
5367,=[[]],1.290934695094382,3,74,624,79
5368,[A][A]=[A],1.2969863204168552,3,73,617,78
5369,[[A]]=A,1.295086163582512,3,72,608,77
5370,[[A]]=A,1.2927044374112866,3,71,599,76
5371,[A][A]=[A],1.2993340636878292,3,70,592,75
5372,[A][A]=[A],1.3059493883975772,3,69,585,74
5373,[A][A]=[A],1.3125424390477558,3,68,578,73
5374,[[A]]=A,1.2648412392896375,3,66,548,70
5375,=[[]],1.2609853912959263,3,68,564,72
5376,[A]=[A][A],1.2542669612632764,3,69,571,73
5377,[[A]]=A,1.2507489361822874,3,68,562,72
5378,[[A]]=A,1.2466010353967745,3,67,553,71
5379,[A]=[A][A],1.2466010353967745,3,67,553,71
5380,[[A]]=A,1.2417659177497526,3,66,544,70
5381,=[[]],1.2392447411713081,3,68,560,72
5382,=[[]],1.2366873983131803,3,70,576,74
5383,[A][A]=[A],1.2437110867351862,3,69,569,73
5384,=[[]],1.2897997052730878,3,71,589,75
5385,[A]=[A][A],1.2897997052730878,3,71,589,75
5386,[[A]]=A,1.2475437521982344,3,70,578,74
5387,[A]=[A][A],1.2475437521982344,3,70,578,74
5388,=[[]],1.2927044374112866,3,72,598,76
5389,=[[]],1.2887441784462448,3,74,614,78
5390,=[[]],1.2848618594208352,3,76,630,80
5391,=[[]],1.2810593961168093,3,78,646,82
5392,[[A]]=A,1.2407477633874893,3,77,635,81
5393,[[A]]=A,1.238152940015962,3,76,626,80
5394,=[[]],1.2810593961168093,3,77,647,82
5395,[A]=[A][A],1.2810593961168093,3,77,647,82
5396,=[[]],1.2773378316286577,3,79,663,84
5397,[A]=[A][A],1.2773378316286577,3,79,663,84
5398,[[A]]=A,1.2752211433605267,3,78,654,83
5399,[[A]]=A,1.2726782376264363,3,77,645,82
5400,=[[]],1.2693709914704179,3,79,661,84
5401,[A]=[A][A],1.2693709914704179,3,79,661,84
5402,[[A]]=A,1.266578814234337,3,78,652,83
5403,[[A]]=A,1.2187076896095832,3,76,622,80
5404,[A]=[A][A],1.2187076896095832,3,76,622,80
5405,[[A]]=A,1.214070589500178,3,75,613,79
5406,=[[]],1.2123233417819907,3,77,629,81
5407,=[[]],1.2105271691743624,3,79,645,83
5408,[A]=[A][A],1.2105271691743624,3,79,645,83
5409,[[A]]=A,1.2059600228970666,3,78,636,82
5410,[A]=[A][A],1.2059600228970666,3,78,636,82
5411,=[[]],1.2044163434559843,3,80,652,84
5412,[A][A]=[A],1.2105271691743624,3,79,645,83
5413,[A]=[A][A],1.2105271691743624,3,79,645,83
5414,[A][A]=[A],1.2166540191484176,3,78,638,82
5415,=[[]],1.2145789846667445,3,80,654,84
