Step,Element,Entropy,Max Depth, Assembly, Omega, Order
1591,=[[]],1.540923455885253,3,31,294,35
1592,[A][A]=[A],1.5589532100053056,3,29,278,33
1593,=[[]],1.583109908820782,3,31,302,35
1594,=[[]],1.566912640325365,3,33,318,37
1595,=[[]],1.584732626667652,3,34,338,39
1596,=[[]],1.5709347897185557,3,36,354,41
1597,[A][A]=[A],1.584732626667652,3,34,338,39
1598,[A]=[A][A],1.584732626667652,3,34,338,39
1599,[A]=[A][A],1.584732626667652,3,34,338,39
1600,[A]=[A][A],1.5709347897185557,3,36,354,41
1601,[A]=[A][A],1.5709347897185557,3,36,354,41
1602,[A][A]=[A],1.584732626667652,3,34,338,39
1603,[A][A]=[A],1.5989675537656407,3,32,322,37
1604,=[[]],1.584732626667652,3,34,338,39
1605,[A][A]=[A],1.5989675537656407,3,32,322,37
1606,[[A]]=A,1.6139196316024071,3,31,313,36
1607,[[A]]=A,1.5889537646623484,3,27,260,31
1608,[A][A]=[A],1.5950000384812941,3,26,253,30
1609,[[A]]=A,1.5903480599801685,3,23,213,26
1610,[A]=[A][A],1.5903480599801685,3,23,213,26
1611,=[[]],1.626165714426742,3,25,233,28
1612,=[[]],1.6027150507922494,3,27,249,30
1613,[A][A]=[A],1.611102921305349,3,26,242,29
1614,[[A]]=A,1.560413791950178,3,25,231,28
1615,[A][A]=[A],1.5852967004606704,3,23,215,26
1616,[[A]]=A,1.60273953953283,3,22,206,25
1617,[[A]]=A,1.5617677112802775,3,20,177,22
1618,[A][A]=[A],1.580000754875826,3,19,170,21
1619,[[A]]=A,1.2475562489182659,2,15,118,16
1620,[A]=[A][A],1.2475562489182659,2,15,118,16
1621,[[A]]=A,1.2309595631140104,2,14,109,15
1622,=[[]],1.2210477851797181,2,16,125,17
1623,[[A]]=A,1.198192411043098,2,15,116,16
1624,[A][A]=[A],1.2309595631140104,2,14,109,15
1625,[A]=[A][A],1.2309595631140104,2,14,109,15
1626,[A]=[A][A],1.198192411043098,2,15,116,16
1627,[A]=[A][A],1.198192411043098,2,15,116,16
1628,=[[]],1.1941737342569119,2,17,132,18
1629,=[[]],1.1883763717345073,2,19,148,20
1630,[A]=[A][A],1.1883763717345073,2,19,148,20
1631,=[[]],1.181899057917561,2,21,164,22
1632,[[A]]=A,1.1657840518150733,2,20,155,21
1633,[A]=[A][A],1.1657840518150733,2,20,155,21
1634,[A][A]=[A],1.1883763717345073,2,19,148,20
1635,[A][A]=[A],1.2108100261060328,2,18,141,19
1636,[A][A]=[A],1.2326602568158207,2,17,134,18
1637,[A]=[A][A],1.2326602568158207,2,17,134,18
1638,[A][A]=[A],1.253297578463043,2,16,127,17
1639,[A]=[A][A],1.2326602568158207,2,17,134,18
1640,[A][A]=[A],1.253297578463043,2,16,127,17
1641,[A][A]=[A],1.271782221599798,2,15,120,16
1642,=[[]],1.2516291673878228,2,17,136,18
1643,[[A]]=A,1.253297578463043,2,16,127,17
1644,[[A]]=A,1.2475562489182659,2,15,118,16
1645,[[A]]=A,1.2309595631140104,2,14,109,15
1646,=[[]],1.2210477851797181,2,16,125,17
1647,[[A]]=A,1.198192411043098,2,15,116,16
1648,[A]=[A][A],1.198192411043098,2,15,116,16
1649,[A][A]=[A],1.2309595631140104,2,14,109,15
1650,[[A]]=A,1.1981174211304033,2,13,100,14
1651,=[[]],1.198192411043098,2,15,116,16
1652,[[A]]=A,1.158938532350277,2,14,107,15
1653,=[[]],1.450467463408549,3,16,127,17
1654,[[A]]=A,1.198192411043098,2,15,116,16
1655,[[A]]=A,1.158938532350277,2,14,107,15
1656,=[[]],1.1660870601063933,2,16,123,17
1657,[[A]]=A,1.121640762186858,2,15,114,16
1658,[A]=[A][A],1.121640762186858,2,15,114,16
1659,=[[]],1.4108478748063633,3,16,134,18
1660,[A]=[A][A],1.4108478748063633,3,16,134,18
1661,=[[]],1.395461844238322,3,18,150,20
1662,[[A]]=A,1.3727069617019703,3,17,141,19
1663,[A]=[A][A],1.3361602543738118,3,18,148,20
1664,[A][A]=[A],1.3727069617019703,3,17,141,19
1665,[A][A]=[A],1.4108478748063633,3,16,134,18
1666,[A]=[A][A],1.4108478748063633,3,16,134,18
1667,[A]=[A][A],1.3727069617019703,3,17,141,19
1668,[[A]]=A,1.014097655573916,2,15,112,16
1669,[[A]]=A,0.9055872616982603,2,14,103,15
1670,[A][A]=[A],0.9463729359854419,2,13,96,14
1671,[A][A]=[A],0.9912642605354287,2,12,89,13
1672,[[A]]=A,0.8166890883150209,2,11,80,12
1673,=[[]],0.9463729359854419,2,13,96,14
1674,[A][A]=[A],0.9912642605354287,2,12,89,13
1675,[A][A]=[A],1.0408520829727552,2,11,82,12
1676,[A]=[A][A],1.0408520829727552,2,11,82,12
1677,=[[]],1.0949143184120975,2,13,98,14
1678,[A][A]=[A],1.1401156785146092,2,12,91,13
1679,[A][A]=[A],1.188721875540867,2,11,84,12
1680,[A]=[A][A],1.188721875540867,2,11,84,12
1681,[A][A]=[A],1.2406705316766884,2,10,77,11
1682,[A][A]=[A],1.295461844238322,2,9,70,10
1683,[A][A]=[A],1.3516441151533924,2,8,63,9
1684,[[A]]=A,1.2987949406953985,2,7,54,8
1685,[[A]]=A,1.1488348542809166,2,6,45,7
1686,[[A]]=A,0.6500224216483541,1,5,37,6
1687,=[[]],1.5487949406953985,3,7,57,8
1688,[A][A]=[A],1.6644977792004614,3,6,50,7
1689,[[A]]=A,1.2516291673878228,2,5,38,6
1690,[[A]]=A,0.7219280948873623,1,4,30,5
1691,[[A]]=A,0.7219280948873623,1,4,30,5
1692,=[[]],1.1488348542809166,2,6,45,7
1693,=[[]],1.224394445405986,2,8,61,9
1694,[[A]]=A,1.061278124459133,2,7,52,8
1695,[[A]]=A,0.5916727785823275,1,6,44,7
1696,=[[]],0.9864267287308424,2,8,59,9
1697,[A][A]=[A],1.061278124459133,2,7,52,8
1698,[A][A]=[A],1.1488348542809166,2,6,45,7
1699,=[[]],1.224394445405986,2,8,61,9
1700,[A]=[A][A],1.224394445405986,2,8,61,9
1701,=[[]],1.6171895725927152,3,9,81,11
1702,[A][A]=[A],1.6854752972273344,3,8,74,10
1703,[[A]]=A,1.1488348542809166,2,6,45,7
1704,[[A]]=A,0.6500224216483541,1,5,37,6
1705,[[A]]=A,0.6500224216483541,1,5,37,6
1706,[[A]]=A,0.6500224216483541,1,5,37,6
1707,[A]=[A][A],0.6500224216483541,1,5,37,6
1708,[A]=[A][A],0.6500224216483541,1,5,37,6
1709,[[A]]=A,0.6500224216483541,1,5,37,6
1710,[[A]]=A,0.6500224216483541,1,5,37,6
1711,[A]=[A][A],0.6500224216483541,1,5,37,6
1712,[A]=[A][A],0.6500224216483541,1,5,37,6
1713,[A][A]=[A],0.7219280948873623,1,4,30,5
1714,=[[]],1.1488348542809166,2,6,45,7
1715,[A]=[A][A],1.1488348542809166,2,6,45,7
1716,[[A]]=A,0.6500224216483541,1,5,37,6
1717,[[A]]=A,0.6500224216483541,1,5,37,6
1718,[[A]]=A,0.6500224216483541,1,5,37,6
1719,[A]=[A][A],0.6500224216483541,1,5,37,6
1720,[A][A]=[A],0.7219280948873623,1,4,30,5
1721,[A][A]=[A],0.8112781244591328,1,3,23,4
1722,=[[]],1.2516291673878228,2,5,38,6
1723,[[A]]=A,0.7219280948873623,1,4,30,5
1724,=[[]],1.1488348542809166,2,6,45,7
1725,[A]=[A][A],1.1488348542809166,2,6,45,7
1726,[A][A]=[A],1.2516291673878228,2,5,38,6
1727,[A]=[A][A],1.2516291673878228,2,5,38,6
1728,[A][A]=[A],1.3709505944546687,2,4,31,5
1729,[A][A]=[A],1.5,2,3,24,4
1730,=[[]],1.4591479170272446,2,5,40,6
1731,[[A]]=A,1.3709505944546687,2,4,31,5
1732,=[[]],1.3787834934861753,2,6,47,7
1733,[[A]]=A,1.2516291673878228,2,5,38,6
1734,=[[]],1.75,3,7,58,8
1735,[A]=[A][A],1.6577427265048887,3,8,65,9
1736,[A]=[A][A],1.6171895725927152,3,10,81,11
1737,=[[]],1.573402452417767,3,12,97,13
1738,=[[]],1.532914563979398,3,14,113,15
1739,=[[]],1.4969275461145894,3,16,129,17
1740,[A][A]=[A],1.5306390622295665,3,15,122,16
1741,[A]=[A][A],1.519728461579561,3,15,132,17
1742,[[A]]=A,1.271782221599798,2,14,121,16
1743,[A]=[A][A],1.271782221599798,2,14,121,16
1744,[A]=[A][A],1.271782221599798,2,14,121,16
1745,=[[]],1.2516291673878228,2,16,137,18
1746,[A]=[A][A],1.2344977967946407,2,18,153,20
1747,[A]=[A][A],1.2344977967946407,2,18,153,20
1748,[A][A]=[A],1.2448406699719212,2,17,146,19
1749,=[[]],1.4519076150714063,3,18,166,21
1750,[A]=[A][A],1.4519076150714063,3,18,166,21
1751,[A][A]=[A],1.4832261969709113,3,16,150,19
1752,[[A]]=A,1.5032583347756456,3,15,141,18
1753,=[[]],1.8219280948873624,4,17,167,20
1754,[A][A]=[A],1.8452178053170998,4,16,160,19
1755,[A][A]=[A],1.8753156176197312,4,16,150,18
1756,[A][A]=[A],1.936278124459133,4,14,134,16
1757,[A][A]=[A],2.005977711423774,4,12,118,14
1758,=[[]],1.936278124459133,4,14,134,16
1759,=[[]],1.9523612813926658,4,15,155,18
1760,[A][A]=[A],2.007856063692049,4,13,139,16
1761,[A]=[A][A],2.007856063692049,4,13,139,16
1762,[A][A]=[A],2.084962500721156,4,10,102,12
1763,[A][A]=[A],2.084962500721156,4,10,102,12
1764,[[A]]=A,2.1180782093497093,4,9,94,11
1765,[A]=[A][A],2.1180782093497093,4,9,94,11
1766,[A]=[A][A],2.1820058147602133,4,9,132,14
1767,[A][A]=[A],2.199687794731328,4,8,125,13
1768,=[[]],2.1492553971685,4,10,140,15
1769,=[[]],2.0948567835487384,4,12,156,17
1770,=[[]],2.0418145155018155,4,14,172,19
1771,[A]=[A][A],2.0418145155018155,4,14,172,19
1772,[A][A]=[A],1.936278124459133,4,14,134,16
1773,=[[]],2.0713451397302376,4,14,164,18
1774,[A][A]=[A],1.936278124459133,4,14,134,16
1775,=[[]],1.9523612813926658,4,15,155,18
1776,=[[]],1.9016094970590272,4,17,171,20
1777,[[A]]=A,1.9015064025015063,4,15,141,17
1778,=[[]],1.8452178053170998,4,17,157,19
1779,[[A]]=A,1.6337314206421327,3,16,142,18
1780,[[A]]=A,1.519728461579561,3,15,131,17
1781,[A]=[A][A],1.519728461579561,3,15,131,17
1782,[[A]]=A,1.5306390622295665,3,14,122,16
1783,[A][A]=[A],1.5628066316931741,3,13,115,15
1784,[A]=[A][A],1.5628066316931741,3,13,115,15
1785,[A][A]=[A],1.5916727785823275,3,12,108,14
1786,=[[]],1.6774212838293647,3,14,129,16
1787,[A][A]=[A],1.7273966735744795,3,12,113,14
1788,[A]=[A][A],1.7273966735744795,3,12,113,14
1789,[[A]]=A,1.6143308351592656,3,11,102,13
1790,[A][A]=[A],1.6767370300521325,3,9,86,11
1791,=[[]],1.6143308351592656,3,11,102,13
1792,[A]=[A][A],1.6143308351592656,3,11,102,13
1793,[A][A]=[A],1.6767370300521325,3,9,86,11
1794,=[[]],1.6143308351592656,3,11,102,13
1795,=[[]],1.5628066316931741,3,13,118,15
1796,[A][A]=[A],1.6143308351592656,3,11,102,13
1797,[A]=[A][A],1.6143308351592656,3,11,102,13
1798,=[[]],1.5628066316931741,3,13,118,15
1799,[A]=[A][A],1.5628066316931741,3,13,118,15
1800,=[[]],1.6457113704075783,3,14,139,17
1801,=[[]],1.6068322783181097,3,16,155,19
1802,=[[]],1.5723516633085879,3,18,171,21
1803,[A]=[A][A],1.5723516633085879,3,18,171,21
1804,=[[]],1.5416892248400094,3,20,187,23
1805,[A][A]=[A],1.5723516633085879,3,18,171,21
1806,[A][A]=[A],1.6068322783181097,3,16,155,19
1807,[A]=[A][A],1.6068322783181097,3,16,155,19
1808,[[A]]=A,1.6337314206421327,3,15,145,18
1809,[A][A]=[A],1.5916727785823275,3,12,108,14
1810,[A]=[A][A],1.5916727785823275,3,12,108,14
1811,[A]=[A][A],1.5916727785823275,3,12,108,14
1812,[A]=[A][A],1.5435644431995963,3,14,124,16
1813,[A]=[A][A],1.5435644431995963,3,14,124,16
1814,[[A]]=A,1.2957378005380122,2,12,95,13
1815,=[[]],1.272905595320056,2,14,111,15
1816,[[A]]=A,1.2638091738835462,2,13,102,14
1817,[A][A]=[A],1.2957378005380122,2,12,95,13
1818,[A][A]=[A],1.3250112108241772,2,11,88,12
1819,=[[]],1.8702538164316223,4,13,114,14
1820,[A][A]=[A],1.9508257945180885,4,11,98,12
1821,[A]=[A][A],1.9508257945180885,4,11,98,12
1822,[[A]]=A,1.971747257128181,4,10,89,11
1823,[A][A]=[A],2.0464393446710156,4,9,82,10
1824,[A]=[A][A],2.0464393446710156,4,9,82,10
1825,[A]=[A][A],2.0464393446710156,4,9,82,10
1826,[A]=[A][A],2.120952031026403,4,13,125,14
1827,[A]=[A][A],2.0550365325772657,4,15,141,16
1828,[A][A]=[A],1.9508257945180885,4,11,98,12
1829,[[A]]=A,1.6767370300521325,3,10,83,11
1830,[[A]]=A,1.360964047443681,2,9,72,10
1831,[A]=[A][A],1.360964047443681,2,9,72,10
1832,[A][A]=[A],1.4056390622295665,2,7,56,8
1833,[A]=[A][A],1.4056390622295665,2,7,56,8
1834,[A]=[A][A],1.4056390622295665,2,7,56,8
1835,[[A]]=A,1.3787834934861753,2,6,47,7
1836,=[[]],1.3516441151533924,2,8,63,9
1837,[A]=[A][A],1.3516441151533924,2,8,63,9
1838,[A][A]=[A],1.4056390622295665,2,7,56,8
1839,=[[]],1.360964047443681,2,9,72,10
1840,[A][A]=[A],1.4056390622295665,2,7,56,8
1841,[A][A]=[A],1.4591479170272446,2,5,40,6
1842,[A][A]=[A],1.5,2,3,24,4
1843,[A][A]=[A],1.5,2,3,24,4
1844,[[A]]=A,0.9182958340544896,1,2,16,3
1845,[[A]]=A,0.9182958340544896,1,2,16,3
1846,[[A]]=A,0.9182958340544896,1,2,16,3
1847,=[[]],1.3709505944546687,2,4,31,5
1848,[A][A]=[A],1.5,2,3,24,4
1849,[[A]]=A,0.9182958340544896,1,2,16,3
1850,[A][A]=[A],1,1,2,9,2
1851,=[[]],1.5,2,3,24,4
1852,[A]=[A][A],1.5,2,3,24,4
1853,=[[]],1.4591479170272446,2,5,40,6
1854,[[A]]=A,1.3709505944546687,2,4,31,5
1855,[A][A]=[A],1.5,2,3,24,4
1856,[A][A]=[A],1.5,2,3,24,4
1857,=[[]],1.4591479170272446,2,5,40,6
1858,[[A]]=A,1.3709505944546687,2,4,31,5
1859,[A][A]=[A],1.5,2,3,24,4
1860,[[A]]=A,0.9182958340544896,1,2,16,3
1861,[A]=[A][A],0.9182958340544896,1,2,16,3
1862,[A][A]=[A],1,1,2,9,2
1863,[A][A]=[A],1,1,2,9,2
1864,=[[]],1.5,2,3,24,4
1865,=[[]],1.9182958340544893,3,5,45,6
1866,[[A]]=A,1.5219280948873621,2,3,34,5
1867,[A][A]=[A],1.584962500721156,2,3,18,3
1868,[A]=[A][A],1.584962500721156,2,3,18,3
1869,=[[]],1.9219280948873623,3,4,39,5
1870,[A][A]=[A],1.9219280948873623,3,4,39,5
1871,=[[]],1.8423709931771084,3,6,62,7
1872,[[A]]=A,1,1,2,9,2
1873,[A]=[A][A],1,1,2,9,2
1874,[A]=[A][A],1,1,2,9,2
1875,[A]=[A][A],1,1,2,9,2
1876,[A][A]=[A],1,1,2,9,2
1877,[A][A]=[A],1,1,2,9,2
1878,[[A]]=A,1,1,2,9,2
1879,[[A]]=A,1,1,2,9,2
1880,=[[]],1.5,2,3,24,4
1881,[A][A]=[A],1.5,2,3,24,4
1882,[[A]]=A,0.9182958340544896,1,2,16,3
1883,=[[]],1.3709505944546687,2,4,31,5
1884,[[A]]=A,0.8112781244591328,1,3,23,4
1885,=[[]],1.2516291673878228,2,5,38,6
1886,[[A]]=A,0.7219280948873623,1,4,30,5
1887,=[[]],1.6644977792004614,3,6,50,7
1888,[A][A]=[A],1.7924812503605778,3,5,43,6
1889,=[[]],1.75,3,7,58,8
1890,[[A]]=A,1.3787834934861753,2,6,47,7
1891,[A][A]=[A],1.3709505944546687,2,4,31,5
1892,[[A]]=A,0.8112781244591328,1,3,23,4
1893,[A][A]=[A],0.9182958340544896,1,2,16,3
1894,[A][A]=[A],1,1,2,9,2
1895,[[A]]=A,1,1,2,9,2
1896,=[[]],1.5,2,3,24,4
1897,[A][A]=[A],1.5,2,3,24,4
1898,[A]=[A][A],1.3709505944546687,2,4,31,5
1899,[[A]]=A,0.8112781244591328,1,3,23,4
1900,=[[]],1.2516291673878228,2,5,38,6
1901,[A]=[A][A],1.2516291673878228,2,5,38,6
1902,=[[]],1.2987949406953985,2,7,54,8
1903,[A][A]=[A],1.3787834934861753,2,6,47,7
1904,=[[]],1.7527152789797045,3,7,67,9
1905,[A]=[A][A],1.7527152789797045,3,7,67,9
1906,[A]=[A][A],1.7527152789797045,3,7,67,9
1907,[A]=[A][A],1.7527152789797045,3,7,67,9
1908,[A][A]=[A],1.811278124459133,3,6,60,8
1909,[[A]]=A,1.8423709931771084,3,5,52,7
1910,[A]=[A][A],1.8423709931771084,3,5,52,7
1911,[A][A]=[A],1.9182958340544893,3,4,45,6
1912,[A][A]=[A],1.9182958340544893,3,4,45,6
1913,[[A]]=A,0.9182958340544896,1,2,16,3
1914,[A]=[A][A],0.9182958340544896,1,2,16,3
1915,[A][A]=[A],1,1,2,9,2
1916,=[[]],1.5,2,3,24,4
1917,=[[]],1.4591479170272446,2,5,40,6
1918,[A][A]=[A],1.5,2,3,24,4
1919,=[[]],1.9182958340544893,3,4,45,6
1920,[A]=[A][A],1.8423709931771084,3,5,52,7
1921,[[A]]=A,0.8112781244591328,1,3,23,4
1922,=[[]],1.2516291673878228,2,5,38,6
1923,[A]=[A][A],1.2516291673878228,2,5,38,6
1924,[A]=[A][A],1.1488348542809166,2,6,45,7
1925,[[A]]=A,0.6500224216483541,1,5,37,6
1926,[A]=[A][A],0.6500224216483541,1,5,37,6
1927,[A]=[A][A],0.6500224216483541,1,5,37,6
1928,[A][A]=[A],0.7219280948873623,1,4,30,5
1929,=[[]],1.1488348542809166,2,6,45,7
1930,[A][A]=[A],1.2516291673878228,2,5,38,6
1931,[A]=[A][A],1.2516291673878228,2,5,38,6
1932,[A][A]=[A],1.3709505944546687,2,4,31,5
1933,[A][A]=[A],1.5,2,3,24,4
1934,[A]=[A][A],1.3709505944546687,2,4,31,5
1935,[A][A]=[A],1.5,2,3,24,4
1936,=[[]],1.9182958340544893,3,4,45,6
1937,[[A]]=A,0.9182958340544896,1,2,16,3
1938,[A][A]=[A],1,1,2,9,2
1939,=[[]],1.5,2,3,24,4
1940,[A]=[A][A],1.5,2,3,24,4
1941,=[[]],1.4591479170272446,2,5,40,6
1942,[[A]]=A,1.3709505944546687,2,4,31,5
1943,=[[]],1.3787834934861753,2,6,47,7
1944,=[[]],1.3516441151533924,2,8,63,9
1945,[[A]]=A,1.2987949406953985,2,7,54,8
1946,[A]=[A][A],1.2987949406953985,2,7,54,8
1947,[A]=[A][A],1.2987949406953985,2,7,54,8
1948,=[[]],1.295461844238322,2,9,70,10
1949,[[A]]=A,1.224394445405986,2,8,61,9
1950,=[[]],1.2406705316766884,2,10,77,11
1951,[A]=[A][A],1.2406705316766884,2,10,77,11
1952,[A][A]=[A],1.295461844238322,2,9,70,10
1953,[A]=[A][A],1.295461844238322,2,9,70,10
1954,[A]=[A][A],1.295461844238322,2,9,70,10
1955,[A][A]=[A],1.3516441151533924,2,8,63,9
1956,[A][A]=[A],1.4056390622295665,2,7,56,8
1957,[A][A]=[A],1.4591479170272446,2,5,40,6
1958,[[A]]=A,1.3709505944546687,2,4,31,5
1959,[A][A]=[A],1.5,2,3,24,4
1960,=[[]],1.4591479170272446,2,5,40,6
1961,[A][A]=[A],1.5,2,3,24,4
1962,[[A]]=A,0.9182958340544896,1,2,16,3
1963,[A]=[A][A],0.8112781244591328,1,3,23,4
1964,[A][A]=[A],0.9182958340544896,1,2,16,3
1965,[[A]]=A,0.9182958340544896,1,2,16,3
1966,[[A]]=A,0.9182958340544896,1,2,16,3
1967,[A][A]=[A],1,1,2,9,2
1968,[A][A]=[A],1,1,2,9,2
1969,[A][A]=[A],1,1,2,9,2
1970,[A]=[A][A],1,1,2,9,2
1971,[A]=[A][A],1,1,2,9,2
1972,=[[]],1.5,2,3,24,4
1973,[A]=[A][A],1.3709505944546687,2,4,31,5
1974,[A][A]=[A],1.5,2,3,24,4
1975,=[[]],1.9182958340544893,3,5,45,6
1976,=[[]],1.811278124459133,3,7,61,8
1977,[[A]]=A,1.4488156357251847,2,6,50,7
1978,[A]=[A][A],1.4488156357251847,2,6,50,7
1979,[[A]]=A,1.4591479170272446,2,5,40,6
1980,[A]=[A][A],1.3787834934861753,2,6,47,7
1981,[[A]]=A,1.2516291673878228,2,5,38,6
1982,[A][A]=[A],1.3709505944546687,2,4,31,5
1983,[A]=[A][A],1.3709505944546687,2,4,31,5
1984,[[A]]=A,0.8112781244591328,1,3,23,4
1985,[[A]]=A,0.8112781244591328,1,3,23,4
1986,[A][A]=[A],0.9182958340544896,1,2,16,3
1987,[A]=[A][A],0.9182958340544896,1,2,16,3
1988,[A][A]=[A],1,1,2,9,2
1989,=[[]],1.5,2,3,24,4
1990,[A]=[A][A],1.5,2,3,24,4
1991,=[[]],1.4591479170272446,2,5,40,6
1992,[[A]]=A,1.3709505944546687,2,4,31,5
1993,[[A]]=A,0.8112781244591328,1,3,23,4
1994,[A][A]=[A],0.9182958340544896,1,2,16,3
1995,[A][A]=[A],1,1,2,9,2
1996,[[A]]=A,1,1,2,9,2
1997,[A][A]=[A],1,1,2,9,2
1998,[A]=[A][A],0.9182958340544896,1,2,16,3
1999,[[A]]=A,0.9182958340544896,1,2,16,3
2000,[A][A]=[A],1,1,2,9,2
2001,[[A]]=A,1,1,2,9,2
2002,=[[]],1.5,2,3,24,4
2003,[A]=[A][A],1.5,2,3,24,4
2004,=[[]],1.4591479170272446,2,5,40,6
2005,=[[]],1.4056390622295665,2,7,56,8
2006,[A][A]=[A],1.4591479170272446,2,5,40,6
2007,[A][A]=[A],1.5,2,3,24,4
2008,[[A]]=A,0.9182958340544896,1,2,16,3
2009,[A]=[A][A],0.8112781244591328,1,3,23,4
2010,[[A]]=A,0.8112781244591328,1,3,23,4
2011,[A][A]=[A],0.9182958340544896,1,2,16,3
2012,[[A]]=A,0.9182958340544896,1,2,16,3
2013,[A][A]=[A],1,1,2,9,2
2014,=[[]],1.5,2,3,24,4
2015,[[A]]=A,0.9182958340544896,1,2,16,3
2016,[A]=[A][A],0.9182958340544896,1,2,16,3
2017,[[A]]=A,0.9182958340544896,1,2,16,3
2018,[[A]]=A,0.9182958340544896,1,2,16,3
2019,=[[]],1.3709505944546687,2,4,31,5
2020,=[[]],1.3787834934861753,2,6,47,7
2021,[[A]]=A,1.2516291673878228,2,5,38,6
2022,[A]=[A][A],1.2516291673878228,2,5,38,6
2023,[[A]]=A,0.7219280948873623,1,4,30,5
2024,=[[]],1.1488348542809166,2,6,45,7
2025,=[[]],1.224394445405986,2,8,61,9
2026,[A][A]=[A],1.2987949406953985,2,7,54,8
2027,=[[]],1.295461844238322,2,9,70,10
2028,[[A]]=A,1.224394445405986,2,8,61,9
2029,[[A]]=A,1.061278124459133,2,7,52,8
2030,[A]=[A][A],0.9864267287308424,2,8,59,9
2031,[A][A]=[A],1.061278124459133,2,7,52,8
2032,[A][A]=[A],1.1488348542809166,2,6,45,7
2033,[[A]]=A,0.6500224216483541,1,5,37,6
2034,[[A]]=A,0.6500224216483541,1,5,37,6
2035,[A][A]=[A],0.7219280948873623,1,4,30,5
2036,[[A]]=A,0.7219280948873623,1,4,30,5
2037,=[[]],1.1488348542809166,2,6,45,7
2038,=[[]],1.6577427265048887,3,8,65,9
2039,[A][A]=[A],1.75,3,7,58,8
2040,[A][A]=[A],1.8423709931771084,3,6,51,7
2041,=[[]],2.197159723424149,4,8,78,9
2042,[[A]]=A,2.1556390622295662,4,7,66,8
2043,=[[]],2.0464393446710156,4,9,82,10
2044,[[A]]=A,2.058813890331201,4,8,73,9
2045,[A][A]=[A],2.1556390622295662,4,7,66,8
2046,[[A]]=A,1.8423709931771084,3,6,51,7
2047,=[[]],2.197159723424149,4,8,78,9
2048,[[A]]=A,2.1556390622295662,4,7,66,8
2049,=[[]],2.0464393446710156,4,9,82,10
2050,[[A]]=A,2.058813890331201,4,8,73,9
2051,[A]=[A][A],2.058813890331201,4,8,73,9
2052,[A]=[A][A],2.058813890331201,4,8,73,9
2053,[A][A]=[A],2.1556390622295662,4,7,66,8
2054,=[[]],2.0464393446710156,4,9,82,10
2055,[A]=[A][A],1.9508257945180885,4,11,98,12
2056,[A]=[A][A],1.9508257945180885,4,11,98,12
2057,[A]=[A][A],1.9508257945180885,4,11,98,12
2058,=[[]],1.8702538164316223,4,13,114,14
2059,[A][A]=[A],1.9508257945180885,4,11,98,12
2060,=[[]],1.8702538164316223,4,13,114,14
2061,[[A]]=A,1.6143308351592656,3,12,99,13
2062,[[A]]=A,1.3250112108241772,2,11,88,12
2063,[A][A]=[A],1.360964047443681,2,9,72,10
2064,[A][A]=[A],1.4056390622295665,2,7,56,8
2065,[A]=[A][A],1.3921472236645345,2,7,66,9
2066,=[[]],1.3485878960124222,2,9,82,11
2067,[[A]]=A,1.360964047443681,2,8,73,10
2068,[A][A]=[A],1.3921472236645345,2,7,66,9
2069,[A]=[A][A],1.3921472236645345,2,7,66,9
2070,[A]=[A][A],1.3921472236645345,2,7,66,9
2071,[A][A]=[A],1.4056390622295665,2,7,56,8
2072,=[[]],1.7219280948873623,3,9,77,10
2073,[A]=[A][A],1.7219280948873623,3,9,77,10
2074,=[[]],2.084962500721156,4,11,103,12
2075,=[[]],2.0670314951575843,4,12,124,14
2076,=[[]],2.007856063692049,4,14,140,16
2077,=[[]],1.9523612813926658,4,16,156,18
2078,[A]=[A][A],1.932722924950035,4,19,184,21
2079,[A]=[A][A],1.932722924950035,4,19,184,21
2080,=[[]],1.9239771759778455,4,20,204,23
2081,[[A]]=A,1.9057584610289318,4,19,192,22
2082,[A][A]=[A],1.9464393446710155,4,17,176,20
2083,=[[]],1.92994341446709,4,19,199,22
2084,[A][A]=[A],1.9609640474436811,4,17,183,20
2085,[A]=[A][A],1.92994341446709,4,19,199,22
2086,=[[]],1.9083445441575104,4,19,222,24
2087,[A][A]=[A],1.92994341446709,4,17,206,22
2088,[[A]]=A,1.9580595428376293,4,16,196,21
2089,[A][A]=[A],1.9915714395869089,4,16,173,19
2090,[[A]]=A,1.9887513942845323,4,15,162,18
2091,=[[]],1.9464393446710155,4,17,178,20
2092,[A]=[A][A],1.9464393446710155,4,17,178,20
2093,[A]=[A][A],1.9464393446710155,4,17,178,20
2094,[[A]]=A,1.9762822787735768,4,16,169,19
2095,=[[]],1.932722924950035,4,18,185,21
2096,[A][A]=[A],1.9464393446710155,4,17,178,20
2097,[[A]]=A,1.5916727785823275,3,12,108,14
2098,=[[]],1.5435644431995963,3,14,124,16
2099,[A][A]=[A],1.5916727785823275,3,12,108,14
2100,[A]=[A][A],1.5916727785823275,3,12,108,14
2101,[A]=[A][A],1.5916727785823275,3,12,108,14
2102,[A]=[A][A],1.5916727785823275,3,12,108,14
2103,[A]=[A][A],1.5916727785823275,3,12,108,14
2104,[A][A]=[A],1.650022421648354,3,10,92,12
2105,[A][A]=[A],1.7219280948873623,3,8,76,10
2106,[[A]]=A,1.7527152789797045,3,7,67,9
2107,=[[]],1.6767370300521325,3,9,83,11
2108,[A][A]=[A],1.7219280948873623,3,8,76,10
2109,[A][A]=[A],1.811278124459133,3,6,60,8
